id_sensors;Hora;Data;Temperatura;Humidade;Pressão;CO2;TVOC
0103;00:03:21;2023-11-16;23.659;35.180;1012.000;00000;00000
0103;00:12:59;2023-11-16;23.590;35.140;1012.000;00000;00000
0103;00:22:45;2023-11-16;23.569;35.570;1013.000;00000;00000
0103;00:32:46;2023-11-16;23.459;35.247;1012.000;00000;00000
0103;00:43:13;2023-11-16;23.450;35.153;1013.000;00000;00000
0103;00:53:16;2023-11-16;23.340;35.330;1013.000;00000;00000
0103;01:03:32;2023-11-16;23.299;35.304;1013.000;00000;00000
0103;01:13:42;2023-11-16;23.280;35.384;1013.000;00000;00000
0103;01:23:53;2023-11-16;23.219;35.484;1013.000;00000;00000
0103;01:34:17;2023-11-16;23.129;35.686;1013.000;00000;00000
0103;01:44:47;2023-11-16;23.590;35.761;1013.000;00000;00000
0103;01:55:16;2023-11-16;23.690;35.623;1013.000;00000;00000
0103;02:05:21;2023-11-16;23.400;35.632;1013.000;00000;00000
0103;02:15:40;2023-11-16;23.200;35.654;1013.000;00000;00000
0103;02:25:48;2023-11-16;23.000;35.641;1013.000;00000;00000
0103;02:36:17;2023-11-16;22.920;35.820;1013.000;00000;00000
0103;02:46:41;2023-11-16;22.920;35.808;1013.000;00000;00000
0103;02:57:05;2023-11-16;22.920;35.785;1013.000;00000;00000
0103;03:07:16;2023-11-16;22.870;35.851;1013.000;00000;00000
0103;03:17:21;2023-11-16;22.899;35.760;1013.000;00000;00000
0103;03:27:44;2023-11-16;22.829;35.836;1013.000;00000;00000
0103;03:38:08;2023-11-16;22.760;35.901;1013.000;00000;00000
0103;03:48:30;2023-11-16;22.760;35.842;1013.000;00000;00000
0103;03:58:53;2023-11-16;22.719;35.932;1013.000;00000;00000
0103;04:09:02;2023-11-16;22.680;36.220;1013.000;00000;00000
0103;04:19:30;2023-11-16;22.719;35.874;1013.000;00000;00000
0103;04:29:46;2023-11-16;22.659;35.950;1013.000;00000;00000
0103;04:39:57;2023-11-16;22.739;35.783;1013.000;00000;00000
0103;04:50:15;2023-11-16;22.600;36.610;1013.000;00000;00000
0103;05:00:32;2023-11-16;22.569;36.830;1013.000;00000;00000
0103;05:10:42;2023-11-16;22.600;36.150;1013.000;00000;00000
0103;05:20:56;2023-11-16;22.569;36.470;1013.000;00000;00000
0103;05:31:06;2023-11-16;22.579;36.710;1013.000;00000;00000
0103;05:41:12;2023-11-16;22.620;36.630;1013.000;00000;00000
0103;05:51:31;2023-11-16;22.489;36.377;1013.000;00000;00000
0103;06:01:41;2023-11-16;22.489;36.505;1013.000;00000;00000
0103;06:11:38;2023-11-16;22.520;36.472;1013.000;00000;00000
0103;06:21:48;2023-11-16;22.489;36.516;1013.000;00000;00000
0103;06:32:05;2023-11-16;22.500;36.517;1013.000;00000;00000
0103;06:42:33;2023-11-16;22.489;36.505;1013.000;00000;00000
