Grupo,Hora,"ID do Sensor","Temperatura (°C)","Umidade (%)","Pressão (hPa)","Altitude (m)",eCO2,eTVOC
3,14:16:50,0117,0000000000,0000000000,0000000000,0000000000,00000,00000
3,14:25:06,0112,0000000000,0000000000,0000000000,0000000000,00000,00000
3,14:25:09,0113,0000000000,0000000000,0000000000,0000000000,00000,00000
3,14:25:13,0114,0000000000,0000000000,0000000000,0000000000,00000,00000
3,14:25:25,0117,0000000000,0000000000,0000000000,0000000000,00000,00000
3,14:33:52,0112,0000000000,0000000000,0000000000,0000000000,00000,00000
3,14:33:56,0113,0000000000,0000000000,0000000000,0000000000,00000,00000
3,14:33:58,0114,0000000000,0000000000,0000000000,0000000000,00000,00000
3,14:34:09,0117,0000000000,0000000000,0000000000,0000000000,00000,00000
3,14:40:52,0112,0000000000,0000000000,0000000000,0000000000,00000,00000
3,14:40:53,0113,0000000000,0000000000,0000000000,0000000000,00000,00000
3,14:40:55,0114,0000000000,0000000000,0000000000,0000000000,00000,00000
3,14:41:05,0117,0000000000,0000000000,0000000000,0000000000,00000,00000
3,14:48:35,0112,0000000000,0000000000,0000000000,0000000000,00000,00000
3,14:48:39,0113,0000000000,0000000000,0000000000,0000000000,00000,00000
3,14:48:42,0114,0000000000,0000000000,0000000000,0000000000,00000,00000
3,14:48:45,0117,0000000000,0000000000,0000000000,0000000000,00000,00000
3,14:54:18,0112,0000000000,0000000000,0000000000,0000000000,00000,00000
3,14:54:19,0113,0000000000,0000000000,0000000000,0000000000,00000,00000
3,14:54:22,0114,0000000000,0000000000,0000000000,0000000000,00000,00000
3,14:54:27,0117,0000000000,0000000000,0000000000,0000000000,00000,00000
3,14:59:20,0112,0000000000,0000000000,0000000000,0000000000,00000,00000
3,14:59:21,0113,0000000000,0000000000,0000000000,0000000000,00000,00000
3,14:59:23,0114,0000000000,0000000000,0000000000,0000000000,00000,00000
3,14:59:25,0117,0000000000,0000000000,0000000000,0000000000,00000,00000
3,15:02:50,0112,0000000000,0000000000,0000000000,0000000000,00000,00000
3,15:02:51,0113,0000000000,0000000000,0000000000,0000000000,00000,00000
3,15:02:51,0114,0000000000,0000000000,0000000000,0000000000,00000,00000
3,15:02:52,0117,0000000000,0000000000,0000000000,0000000000,00000,00000
3,15:09:25,0112,0000000000,0000000000,0000000000,0000000000,00000,00000
3,15:09:26,0113,0000000000,0000000000,0000000000,0000000000,00000,00000
3,15:09:29,0114,0000000000,0000000000,0000000000,0000000000,00000,00000
3,15:09:36,0117,0000000000,0000000000,0000000000,0000000000,00000,00000
3,15:14:21,0112,0000000000,0000000000,0000000000,0000000000,00000,00000
3,15:14:23,0113,0000000000,0000000000,0000000000,0000000000,00000,00000
3,15:14:26,0114,0000000000,0000000000,0000000000,0000000000,00000,00000
3,15:14:36,0117,0000000000,0000000000,0000000000,0000000000,00000,00000
3,15:21:43,0112,0000000000,0000000000,0000000000,0000000000,00000,00000
3,15:21:47,0113,0000000000,0000000000,0000000000,0000000000,00000,00000
3,15:21:51,0114,0000000000,0000000000,0000000000,0000000000,00000,00000
3,15:21:59,0117,0000000000,0000000000,0000000000,0000000000,00000,00000
3,15:28:46,0112,0000000000,0000000000,0000000000,0000000000,00000,00000
3,15:28:48,0113,0000000000,0000000000,0000000000,0000000000,00000,00000
3,15:28:50,0114,0000000000,0000000000,0000000000,0000000000,00000,00000
3,15:28:55,0117,0000000000,0000000000,0000000000,0000000000,00000,00000
3,15:34:24,0112,0000000000,0000000000,0000000000,0000000000,00000,00000
3,15:34:26,0113,0000000000,0000000000,0000000000,0000000000,00000,00000
3,15:34:26,0114,0000000000,0000000000,0000000000,0000000000,00000,00000
3,15:34:34,0117,0000000000,0000000000,0000000000,0000000000,00000,00000
3,15:39:40,0112,0000000000,0000000000,0000000000,0000000000,00000,00000
3,15:39:41,0113,0000000000,0000000000,0000000000,0000000000,00000,00000
3,15:39:43,0114,0000000000,0000000000,0000000000,0000000000,00000,00000
3,15:39:48,0117,0000000000,0000000000,0000000000,0000000000,00000,00000
3,15:46:26,0112,0000000000,0000000000,0000000000,0000000000,00000,00000
3,15:46:30,0113,0000000000,0000000000,0000000000,0000000000,00000,00000
3,15:46:33,0114,0000000000,0000000000,0000000000,0000000000,00000,00000
3,15:46:43,0117,0000000000,0000000000,0000000000,0000000000,00000,00000
3,15:53:30,0112,0000000000,0000000000,0000000000,0000000000,00000,00000
3,15:53:32,0113,0000000000,0000000000,0000000000,0000000000,00000,00000
3,15:53:34,0114,0000000000,0000000000,0000000000,0000000000,00000,00000
3,15:53:41,0117,0000000000,0000000000,0000000000,0000000000,00000,00000
3,16:02:15,0112,0000000000,0000000000,0000000000,0000000000,00000,00000
3,16:02:18,0113,0000000000,0000000000,0000000000,0000000000,00000,00000
3,16:02:20,0114,0000000000,0000000000,0000000000,0000000000,00000,00000
3,16:02:31,0117,0000000000,0000000000,0000000000,0000000000,00000,00000
3,16:11:49,0112,0000000000,0000000000,0000000000,0000000000,00000,00000
3,16:11:53,0113,0000000000,0000000000,0000000000,0000000000,00000,00000
3,16:11:56,0114,0000000000,0000000000,0000000000,0000000000,00000,00000
3,16:12:08,0117,0000000000,0000000000,0000000000,0000000000,00000,00000
3,16:21:56,0112,0000000000,0000000000,0000000000,0000000000,00000,00000
3,16:22:00,0113,0000000000,0000000000,0000000000,0000000000,00000,00000
3,16:22:03,0114,0000000000,0000000000,0000000000,0000000000,00000,00000
3,16:22:15,0117,0000000000,0000000000,0000000000,0000000000,00000,00000
