Grupo,Hora,"ID do Sensor","Temperatura (°C)","Umidade (%)","Pressão (hPa)","Altitude (m)",eCO2,eTVOC
2,04:39:33,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,04:49:05,0105,000023.950,000032.814,00000989.0,000210.815,00402,00000
2,04:49:08,0106,000023.159,000044.645,00000991.0,000193.271,00000,00000
2,04:49:44,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,04:49:48,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,04:59:17,0105,000023.940,000032.541,00000989.0,000210.815,00403,00000
2,04:59:20,0106,000023.149,000044.338,00000991.0,000193.271,00000,00000
2,04:59:25,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,04:59:27,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,05:05:32,0105,000023.870,000032.361,00000989.0,000210.815,00402,00000
2,05:05:34,0106,000023.100,0000044.49,00000991.0,000193.271,00000,00000
2,05:05:46,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,05:05:48,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,05:11:48,0105,000023.870,000032.298,00000989.0,000210.815,00406,00000
2,05:11:48,0106,000023.100,000043.948,00000991.0,000193.271,00000,00000
2,05:11:58,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,05:11:58,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,05:17:38,0105,000023.879,0000032.50,00000990.0,0000202.40,00405,00000
2,05:17:41,0106,0000023.79,000043.686,00000991.0,000193.271,00000,00000
2,05:18:18,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,05:18:22,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,05:27:47,0105,000023.870,000031.826,00000990.0,0000202.40,00409,00001
2,05:27:51,0106,000023.139,000043.250,00000991.0,000193.271,00000,00000
2,05:28:26,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,05:28:30,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,05:38:03,0105,000023.969,000031.447,00000990.0,0000202.40,00434,00005
2,05:38:06,0106,000023.250,000042.639,00000991.0,000193.271,00000,00000
2,05:38:43,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,05:38:47,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,05:48:10,0105,000023.959,000031.483,00000990.0,0000202.40,00470,00010
2,05:48:14,0106,0000023.79,000042.950,00000991.0,000193.271,00000,00000
2,05:48:50,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,05:48:54,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,05:58:19,0105,000023.930,000031.482,00000990.0,0000202.40,00460,00009
2,05:58:22,0106,000023.190,000042.734,00000992.0,000184.511,00000,00000
2,05:58:58,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,05:59:02,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,06:08:25,0105,000023.950,000031.233,00000990.0,0000202.40,00447,00007
2,06:08:28,0106,000023.170,000042.505,00000992.0,000184.511,00000,00000
2,06:09:06,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,06:09:10,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,06:18:33,0105,000023.909,000030.932,00000991.0,000193.271,00437,00005
2,06:18:35,0106,000023.139,0000042.95,00000992.0,000184.511,00000,00000
2,06:19:13,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,06:19:16,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,06:28:51,0105,000023.899,000031.230,00000991.0,000193.271,00439,00005
2,06:28:54,0106,000023.110,000042.387,00000992.0,000184.511,00000,00000
2,06:29:33,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,06:29:37,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,06:39:05,0105,000023.729,000031.567,00000990.0,0000202.40,00462,00009
2,06:39:08,0106,0000023.69,000042.656,00000992.0,000184.511,00000,00000
2,06:39:45,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,06:39:49,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,06:49:19,0105,000023.719,000031.640,00000991.0,000193.271,00534,00020
2,06:49:22,0106,000023.159,000042.540,00000992.0,000184.511,00000,00000
2,06:50:00,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,06:50:04,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,06:59:25,0105,000023.840,000031.437,00000991.0,000193.271,00611,00032
2,06:59:28,0106,0000023.79,000042.746,00000992.0,000184.511,00000,00000
2,07:00:05,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,07:00:09,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,07:09:08,0105,000023.780,000031.434,00000991.0,000193.271,00689,00044
2,07:09:11,0106,0000023.69,000042.688,00000992.0,000184.511,00000,00000
2,07:09:48,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,07:09:52,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,07:19:02,0105,000024.260,000030.657,00000991.0,000193.271,00760,00054
2,07:19:05,0106,000023.629,000041.313,00000993.0,000175.755,00000,00000
2,07:19:41,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,07:19:44,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,07:28:41,0105,000023.989,000030.850,00000991.0,000193.271,00858,00069
2,07:28:44,0106,000023.719,000040.903,00000993.0,000175.755,00000,00000
2,07:29:21,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,07:29:25,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,07:38:52,0105,000024.139,000030.661,00000991.0,000193.271,01047,00099
2,07:38:55,0106,000023.770,000040.793,00000993.0,000175.755,00000,00000
2,07:39:32,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,07:39:36,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,07:48:52,0105,000024.209,000029.831,00000992.0,000184.511,01205,00122
2,07:48:55,0106,000023.690,000039.673,00000993.0,000175.755,00000,00000
2,07:49:29,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,07:49:32,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,07:58:00,0105,000024.389,000028.246,00000992.0,000184.511,01077,00103
2,07:58:03,0106,000023.860,000037.576,00000993.0,000175.755,00000,00000
2,07:58:35,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,07:58:38,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,08:07:40,0105,000024.760,0000028.57,00000992.0,000184.511,01116,00109
2,08:07:43,0106,0000024.30,000037.774,00000993.0,000175.755,00000,00000
2,08:08:19,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,08:08:23,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,08:17:49,0105,000024.399,000028.871,00000992.0,000184.511,01303,00137
2,08:17:52,0106,000023.969,000038.291,00000993.0,000175.755,00000,00000
2,08:18:28,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,08:18:32,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,08:27:33,0105,000024.270,000029.287,00000992.0,000184.511,01536,00173
2,08:27:36,0106,000023.969,000038.609,00000994.0,00000167.8,00000,00000
2,08:28:09,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,08:28:13,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,08:36:47,0105,000024.270,000028.949,00000992.0,000184.511,01494,00166
2,08:36:49,0106,000023.870,000038.327,00000994.0,00000167.8,00000,00000
2,08:37:23,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,08:37:27,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,08:45:45,0105,000024.389,000029.182,00000993.0,000175.755,01424,00156
2,08:45:48,0106,0000024.49,000038.582,00000994.0,00000167.8,00000,00000
2,08:46:21,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,08:46:24,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,08:54:36,0105,000024.569,000029.231,00000992.0,000184.511,01623,00186
2,08:54:40,0106,0000024.59,000038.888,00000994.0,00000167.8,00000,00000
2,08:55:16,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,08:55:19,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,09:03:37,0105,000024.620,000029.309,00000993.0,000175.755,01933,00233
2,09:03:40,0106,0000024.79,000039.175,00000994.0,00000167.8,00000,00000
2,09:04:13,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,09:04:16,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,09:12:48,0105,000024.549,000029.654,00000993.0,000175.755,02136,00264
2,09:12:50,0106,000023.930,000039.854,00000994.0,00000167.8,00000,00000
2,09:13:27,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,09:13:31,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,09:22:45,0105,000024.600,000029.195,00000993.0,000175.755,01578,00179
2,09:22:48,0106,000023.989,000039.132,00000994.0,00000167.8,00000,00000
2,09:23:25,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,09:23:28,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,09:32:44,0105,000024.489,000029.762,00000993.0,000175.755,01553,00175
2,09:32:47,0106,0000024.49,000039.546,00000994.0,00000167.8,00000,00000
2,09:33:25,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,09:33:28,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,09:42:53,0105,000024.510,000029.889,00000993.0,000175.755,01733,00203
2,09:42:57,0106,000024.159,000039.590,00000994.0,00000167.8,00000,00000
2,09:43:34,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,09:43:38,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,09:53:03,0105,000024.530,0000030.51,00000993.0,000175.755,01956,00237
2,09:53:07,0106,000024.170,000039.727,00000995.0,000158.269,00000,00000
2,09:53:44,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,09:53:48,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,10:03:15,0105,000024.670,000029.973,00000993.0,000175.755,02302,00289
2,10:03:19,0106,000024.180,000039.967,00000995.0,000158.269,00000,00000
2,10:03:57,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,10:04:00,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,10:13:26,0105,000024.600,000030.207,00000993.0,000175.755,02671,00349
2,10:13:30,0106,000024.170,0000040.90,00000995.0,000158.269,00000,00000
2,10:14:07,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,10:14:11,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,10:23:33,0105,000024.719,0000030.64,00000993.0,000175.755,02979,00392
2,10:23:36,0106,000024.209,000040.106,00000995.0,000158.269,00000,00000
2,10:24:12,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,10:24:16,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,10:33:39,0105,000024.600,000030.355,00000994.0,00000167.8,03334,00446
2,10:33:42,0106,000024.290,000040.102,00000995.0,000158.269,00000,00000
2,10:34:17,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,10:34:21,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,10:43:42,0105,000024.770,000030.355,00000994.0,00000167.8,03539,00478
2,10:43:45,0106,000024.180,000040.638,00000995.0,000158.269,00000,00000
2,10:44:20,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,10:44:24,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,10:53:44,0105,000024.600,000030.791,00000994.0,00000167.8,03656,00496
2,10:53:48,0106,000024.209,000040.923,00000995.0,000158.269,00000,00000
2,10:54:23,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,10:54:26,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,11:03:40,0105,000024.860,000030.536,00000994.0,00000167.8,03755,00515
2,11:03:43,0106,000024.219,0000041.50,00000996.0,000149.535,00000,00000
2,11:04:18,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,11:04:22,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,11:13:34,0105,000024.799,000030.744,00000994.0,00000167.8,03959,00542
2,11:13:36,0106,000024.219,000041.209,00000995.0,000158.269,00000,00000
2,11:14:09,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,11:14:13,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,11:23:17,0105,000024.719,0000031.25,00000994.0,00000167.8,04278,00590
2,11:23:20,0106,000024.299,000041.205,00000996.0,000149.535,00000,00000
2,11:23:53,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,11:23:56,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,11:32:41,0105,000024.870,000030.885,00000994.0,00000167.8,04578,00636
2,11:32:44,0106,000024.309,000041.332,00000996.0,000149.535,00000,00000
2,11:33:19,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,11:33:23,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,11:42:13,0105,000024.610,000031.378,00000994.0,00000167.8,04807,00679
2,11:42:17,0106,000024.319,000041.479,00000996.0,000149.535,00000,00000
2,11:42:54,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,11:42:57,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,11:51:39,0105,000024.809,000031.168,00000994.0,00000167.8,05001,00700
2,11:51:43,0106,000024.319,000041.593,00000996.0,000149.535,00000,00000
2,11:52:20,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,11:52:24,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,12:01:13,0105,000024.690,000031.347,00000994.0,00000167.8,04364,00603
2,12:01:16,0106,000024.329,000041.640,00000996.0,000149.535,00000,00000
2,12:01:53,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,12:01:56,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,12:10:59,0105,000024.860,000031.208,00000995.0,000158.269,04439,00615
2,12:11:03,0106,000024.309,000041.740,00000996.0,000149.535,00000,00000
2,12:11:37,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,12:11:41,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,12:20:10,0105,000024.549,000031.711,00000995.0,000158.269,04666,00657
2,12:20:12,0106,000024.329,000041.742,00000996.0,000149.535,00000,00000
2,12:20:43,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,12:20:47,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,12:29:29,0105,000024.799,000031.354,00000995.0,000158.269,04859,00679
2,12:29:32,0106,000024.360,000041.688,00000996.0,000149.535,00000,00000
2,12:30:07,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,12:30:11,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,12:38:18,0105,000024.899,0000031.75,00000995.0,000158.269,04439,00615
2,12:38:20,0106,000024.340,000041.628,00000996.0,000149.535,00000,00000
2,12:38:51,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,12:38:54,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,12:47:20,0105,0000025.30,000030.784,00000995.0,000158.269,04483,00622
2,12:47:23,0106,000024.370,000041.348,00000996.0,000149.535,00000,00000
2,12:47:58,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,12:48:01,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,12:56:47,0105,000024.819,000030.820,00000995.0,000158.269,04278,00590
2,12:56:50,0106,000024.430,0000041.46,00000996.0,000149.535,00000,00000
2,12:57:26,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,12:57:30,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,13:06:00,0105,000024.829,000030.769,00000995.0,000158.269,04202,00579
2,13:06:04,0106,000024.409,000040.817,00000996.0,000149.535,00000,00000
2,13:06:39,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,13:06:43,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,13:15:39,0105,0000025.59,000030.524,00000995.0,000158.269,04166,00573
2,13:15:42,0106,000024.510,000040.792,00000996.0,000149.535,00000,00000
2,13:16:17,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,13:16:21,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,13:25:19,0105,000024.969,000030.518,00000995.0,000158.269,04068,00558
2,13:25:22,0106,000024.469,000040.664,00000996.0,000149.535,00000,00000
2,13:25:56,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,13:25:59,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,13:34:58,0105,000025.139,000030.266,00000995.0,000158.269,04026,00552
2,13:35:01,0106,000024.489,000040.631,00000996.0,000149.535,00000,00000
2,13:35:32,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,13:35:36,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,13:44:39,0105,000024.879,000030.499,00000995.0,000158.269,03930,00537
2,13:44:43,0106,000024.579,000040.366,00000996.0,000149.535,00000,00000
2,13:45:19,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,13:45:23,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,13:54:21,0105,000024.969,000029.944,00000995.0,000158.269,03828,00522
2,13:54:24,0106,000024.489,000040.143,00000996.0,000149.535,00000,00000
2,13:55:00,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,13:55:03,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,14:03:49,0105,000024.850,000030.134,00000995.0,000158.269,03666,00497
2,14:03:53,0106,000024.469,000040.152,00000997.0,000140.810,00000,00000
2,14:04:26,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,14:04:30,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,14:13:02,0105,0000025.40,000030.197,00000995.0,000158.269,03744,00509
2,14:13:05,0106,000024.520,000040.361,00000997.0,000140.810,00000,00000
2,14:13:39,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,14:13:42,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,14:22:44,0105,0000025.69,000030.325,00000995.0,000158.269,04114,00565
2,14:22:47,0106,000024.489,000040.575,00000997.0,000140.810,00000,00000
2,14:23:24,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,14:23:28,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,14:32:40,0105,000025.180,000030.294,00000995.0,000158.269,04556,00641
2,14:32:44,0106,000024.520,000040.781,00000997.0,000140.810,00000,00000
2,14:33:20,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,14:33:24,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,14:42:34,0105,000024.979,000030.730,00000995.0,000158.269,04940,00691
2,14:42:37,0106,000024.520,000040.928,00000996.0,000149.535,00000,00000
2,14:43:12,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,14:43:15,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
